Date,Message
"Mar 08, 2017 ","BART recovering: 10 min delay at 16TH in SFO, MLBR and East Bay dirs due to police activity. "
"Mar 08, 2017 ","10 min delay at 16TH in SFO, MLBR and East Bay dirs due to police activity. "
"Mar 07, 2017 ",BART recovering: 10 min delay in downtown Oak in DUBL and FRMT dirs due to equip prob. 
"Mar 07, 2017 ",10 min delay in downtown Oak in DUBL and FRMT dirs due to equip prob. 
"Mar 07, 2017 ",BART recovering: 20 min delay at SF stns in East Bay dir due to equipment probs on a trains. 
"Mar 07, 2017 ",20 min delay at SF stns in East Bay dir due to an equipment probs on a trains. 
"Mar 07, 2017 ",10 min delay at DALY in East Bay dir due to equip prob. 
"Mar 07, 2017 ",BART recovering: 10 min delay in downtown Oak in SF and East Bay dirs due to equip prob. 
"Mar 07, 2017 ",10 min delay between WOAK and downtown Oak in East Bay dir due to equip prob. 
"Mar 07, 2017 ",BART recovering: 10 min delay at 16TH in East Bay dir due to a medical emergency. 
"Mar 07, 2017 ",10 min delay at 16TH in East Bay dir due to a medical emergency. 
"Mar 07, 2017 ","BART recovering: 10 min delay at 12TH in FRMT, SFO and MLBR dirs due to police activity. "
"Mar 07, 2017 ","10 min delay at 12TH in FRMT, SFO and MLBR dirs due to police activity. "
"Mar 06, 2017 ",BART recovering: 20 min delay system wide due to an earlier equipment prob on a train and switching probs in downtown Oak. 
"Mar 06, 2017 ",BART recovering: 10 min delay at DALY in East Bay dir due to an earlier equipment prob on a train. 
"Mar 06, 2017 ",10 min delay at DALY in East Bay dir due to equip prob. 
"Mar 06, 2017 ",10 min delay in FRMT and RICH dirs due to equip prob. 
"Mar 05, 2017 ",BART recovering: major delay on PITT line in PITT and SFO dirs due to equip prob. 
"Mar 05, 2017 ","BART svc has been restored between ROCK and PHIL. trains will be moving at reduced speeds, expect delays. "
"Mar 05, 2017 ",BART svc has stopped between ROCK and PHIL due to an equipment prob on PITT line. 
"Mar 05, 2017 ",BART svc has stopped between LAFY and PHIL due to an equipment prob at WCRK stn. 
"Mar 05, 2017 ",DBRK stn has re-opened. all trains are making normal stops. pls use main entrance located at center st and shattuck ave. For entry. 
"Mar 04, 2017 ",Stn closure at DBRK due to a civil disturbance. no parallel bus svc available due to civil disturbance at st level. 
"Mar 04, 2017 ",Trains are not stopping at DBRK due to a civil disturbance. 
"Mar 04, 2017 ",Stn closure at DBRK due to a civil disturbance. 
"Mar 04, 2017 ","BART recovering: 10 min delay at NBRK in FRMT, RICH and DALY dirs due to police activity. "
"Mar 04, 2017 ","10 min delay at NBRK in FRMT, RICH and DALY dirs due to police activity. "
"Mar 04, 2017 ",BART recovering: 10 min delay at SANL in DUBL and FRMT dirs due to police activity. 
"Mar 04, 2017 ",10 min delay at SANL in DUBL and FRMT dirs due to police activity. 
"Mar 04, 2017 ",10 min delay between SF stns and East Bay stns in East Bay dir due to equip prob. 
"Mar 03, 2017 ",BART recovering: 20 min delay at WOAK in East Bay dir due to police activity. 
"Mar 03, 2017 ","BART recovering: 10 min delay at SF stns in SFO, MLBR, DALY and East Bay dirs due to police activity at 16th st stn. "
"Mar 03, 2017 ","10 min delay at SF stns in SFO, MLBR, DALY and East Bay dirs due to police activity at 16th st "
"Mar 03, 2017 ",BART recovering: 20 min delay on FRMT line in RICH dir due to an earlier equipment prob on track. 
"Mar 03, 2017 ",Major delay at FRMT in RICH dir due to equip prob. 
"Mar 03, 2017 ",BART recovering: 10 min delay at MACR in PITT and RICH dirs due to police activity. 
"Mar 03, 2017 ",BART recovering: 10 min delay on DALY line in East Bay dir due to police activity at DALY stn. 
"Mar 03, 2017 ",BART recovering: 10 min delay in PITT and FRMT dirs due to equip prob. 
"Mar 02, 2017 ","BART recovering: 10 min delay at SF stns in SFO, MLBR and DALY dirs due to an earlier medical emergency at EMBR. "
"Mar 02, 2017 ","10 min delay at EMBR in SFO, MLBR and DALY dirs due to a medical emergency. "
"Mar 02, 2017 ","BART recovering: 10 min delay at WOAK in DUBL, SFO, MLBR and DALY dirs due to police activity. "
"Mar 02, 2017 ",BART recovering: 10 min delay at WOAK in DUBL and DALY dirs due to police activity. 
"Mar 02, 2017 ",BART recovering: 10 min delay at DELN on RICH line in RICH dir due to police activity. 
"Mar 02, 2017 ",BART recovering: 10 min delay on FRMT line in DUBL and FRMT dirs due to a medical emergency. 
"Mar 01, 2017 ",BART recovering: 10 min delay system wide in all dirs due to a computer prob. 
"Mar 01, 2017 ",BART recovering: 20 min delay at DALY in PITT and DUBL dirs due to track maint. 
"Mar 01, 2017 ",10 min delay at DALY in PITT and DUBL dirs due to track maint. 
"Mar 01, 2017 ",BART recovering: 10 min delay on PITT line in PITT dir due to police activity at 12th st stn. 
"Feb 28, 2017 ",BART recovering: 10 min delay in downtown Oak in PITT and RICH dirs due to equip prob. 
"Feb 28, 2017 ",10 min delay in downtown Oak in PITT and RICH dirs due to equip prob. 
"Feb 28, 2017 ",BART recovering: 20 min delay at LAKE on FRMT line in DUBL and FRMT dirs due to a medical emergency. 
"Feb 28, 2017 ",20 min delay at LAKE on FRMT line in DUBL and FRMT dirs due to a medical emergency. 
"Feb 27, 2017 ",BART recovering: 10 min delay at SF stns in SFO and DALY dirs due to police activity at 12th st 
"Feb 27, 2017 ","BART recovering: 10 min delay on PITT line in PITT, SFO and DALY dirs due to police activity at WCRK. "
"Feb 27, 2017 ","10 min delay at WCRK in PITT, SFO and DALY dirs due to police activity. "
"Feb 27, 2017 ",BART recovering: 10 min delay at SANL on FRMT line due earlier to police activity. 
"Feb 27, 2017 ",Stn closure at SANL due to police activity. 
"Feb 26, 2017 ",BART recovering: 20 min delay between SF stns and East Bay stns in PITT and DUBL dirs due to a medical emergency. 
"Feb 26, 2017 ",10 min delay at MONT in East Bay dir due to a medical emergency. 
"Feb 26, 2017 ",10 min delay between WOAK and SF stns in SFO and DALY dirs due to police activity. 
"Feb 25, 2017 ","BART recovering: 10 min delay at FRMT in FRMT, RICH and DALY dirs due to police activity. "
"Feb 25, 2017 ",10 min delay at FRMT in RICH and DALY dirs due to police activity. 
"Feb 25, 2017 ","BART recovering: 10 min delay at WOAK in SFO, MLBR, DALY and East Bay dirs due to track maint. "
"Feb 25, 2017 ","BART recovering: 10 min delay at WOAK in SFO, MLBR and DALY dirs due to track maint. "
"Feb 25, 2017 ","10 min delay at WOAK in SFO, MLBR and DALY dirs due to track maint. "
"Feb 24, 2017 ",BART recovering: MACR stn is now open. expect residual delays due to our earlier medical emergency at stn. 
"Feb 24, 2017 ",Stn closure at MACR due to a major medical emergency. trains are not stopping at MACR. 
"Feb 24, 2017 ",Delay developing at MACR in all dirs due to a major medical emergency. 
"Feb 24, 2017 ",BART recovering: 15 min delay between CONC and PITT in PITT dir due to police activity. 
"Feb 23, 2017 ","10 min delay at WOAK in PITT, DUBL, FRMT and RICH dirs due to equip prob. "
"Feb 23, 2017 ",BART recovering: 10 min delay system wide due to police activity at MONT. 
"Feb 23, 2017 ","BART recovering: 10 min delay at SF stns in SFO, MLBR, DALY and East Bay dirs due to police activity at MONT. "
"Feb 23, 2017 ","10 min delay at SF stns in SFO, MLBR, DALY and East Bay dirs due to police activity at MONT. "
"Feb 23, 2017 ",BART recovering: 20 min delay on FRMT line in FRMT dir due to equip prob. 
"Feb 23, 2017 ",20 min delay between SHAY and UCTY on FRMT line in FRMT and RICH dirs due to equip prob. 
"Feb 22, 2017 ","BART recovering: 20 min delay between DALY and BALB in SFO, MLBR, SF and East Bay dirs due to an earlier equipment prob on track. "
"Feb 22, 2017 ","20 min delay between DALY and BALB in SFO, MLBR, SF and East Bay dirs due to equip prob. "
"Feb 22, 2017 ","10 min delay between DALY and BALB in SFO, MLBR, SF and East Bay dirs due to equip prob. "
"Feb 22, 2017 ",BART recovering: 10 min delay in downtown Oak in all dirs due to equip prob. 
"Feb 22, 2017 ","BART recovering: 10 min delay at 12TH in PITT, FRMT, RICH, SFO and MLBR dirs due to an earlier equipment prob on a train. "
"Feb 22, 2017 ",BART recovering: 10 min delay at MACR in RICH dir due to equip prob. 
"Feb 22, 2017 ",BART recovering: 10 min delay at LAKE in FRMT dir due to police activity. 
"Feb 22, 2017 ",BART recovering: 20 min delay system wide due to equip prob at WOAK and mechanical issues on a train. 
"Feb 22, 2017 ",20 min delay system wide due to equip prob at WOAK and mechanical issues on trains. 
"Feb 22, 2017 ","10 min delay at LAFY in PITT, SFO and DALY dirs due to equip prob. "
"Feb 22, 2017 ",10 min delay system wide due to equip prob at WOAK. 
"Feb 22, 2017 ",BART recovering: 10 min delay at castro valley in DUBL and DALY dirs due to equip prob. 
"Feb 22, 2017 ",10 min delay at castro valley in DUBL and DALY dirs due to equip prob. 
"Feb 22, 2017 ",10 min delay between LAFY and ORIN in PITT and SFO dirs due to equip prob. 
"Feb 22, 2017 ","10 min delay at WOAK in SFO, MLBR and DALY dirs due to equip prob. "
"Feb 22, 2017 ","10 min delay at WOAK in SFO, MLBR, DALY and East Bay dirs due to equip prob. "
"Feb 22, 2017 ","BART recovering: 10 min delay at GLEN on DALY line in SFO, MLBR and DALY dirs due to equip prob. "
"Feb 21, 2017 ","BART recovering: 10 min delay in downtown Oak in SFO, MLBR and DALY dirs due to an earlier medical emergency. "
"Feb 21, 2017 ",BART recovering: 10 min delay at SF stns in East Bay dir due to equip prob. 
"Feb 21, 2017 ",10 min delay at EMBR in East Bay dir due to equip prob. 
"Feb 21, 2017 ",BART recovering: 10 min delay at peninsula stns in PITT and RICH dirs due to equip prob. 
"Feb 21, 2017 ","BART recovering: 10 min delay at SF and peninsula stns in SFO, MLBR, DALY and East Bay dirs due to an earlier equipment prob on a train. "
"Feb 21, 2017 ","BART recovering: major delay between WOAK and EMBR in SFO, MLBR, DALY and East Bay dirs due to an earlier equipment prob on a train. "
"Feb 21, 2017 ","20 min delay between WOAK and EMBR in SFO, MLBR, DALY and East Bay dirs due to equip prob. "
"Feb 21, 2017 ","10 min delay between WOAK and EMBR in SFO, MLBR and DALY dirs due to equip prob. "
"Feb 19, 2017 ","BART recovering: 10 min delay on PITT line in PITT, SFO and MLBR dirs due to earlier track issues in CONC area. "
"Feb 19, 2017 ","20 min delay on PITT line in PITT, SFO and MLBR dirs due to ongoing track issues in CONC area. "
"Feb 19, 2017 ","BART recovering: 10 min delay at BALB in SFO, MLBR and DALY dirs due to police activity. "
"Feb 19, 2017 ","10 min delay at BALB in SFO, MLBR and DALY dirs due to police activity. "
"Feb 19, 2017 ","10 min delay on PITT line in PITT, SFO and MLBR dirs due to unscheduled track maintenance in CONC area. "
"Feb 19, 2017 ",BART recovering: 20 min delay at SF stns in East Bay dir due to equip prob. 
"Feb 19, 2017 ",10 min delay at 24TH in East Bay dir due to police activity. 
"Feb 18, 2017 ",Trains are stopping normally at mac arthur stn. 
"Feb 18, 2017 ",Trains are not stopping at MACR due to police activity. 
"Feb 18, 2017 ",20 min delay on RICH line in FRMT and MLBR dirs due to police activity. 
"Feb 17, 2017 ","BART recovering: 10 min delay at SHAY in FRMT, RICH and DALY dirs due to equip prob. "
"Feb 17, 2017 ","10 min delay at SHAY in FRMT, RICH and DALY dirs due to equip prob. "
"Feb 17, 2017 ",10 min delay system wide due to wet weather conditions. 
"Feb 17, 2017 ",BART recovering: 10 min delay between SF stns and East Bay stns due to equip prob. 
"Feb 17, 2017 ",10 min delay between SF stns and East Bay stns due to equip prob. 
"Feb 16, 2017 ",10 min delay between CONC and PHIL in PITT and SFO dirs due to track maint. 
"Feb 16, 2017 ","BART recovering: 10 min delay at FTVL in DUBL, FRMT, RICH and DALY dirs due to equip prob. "
"Feb 16, 2017 ","10 min delay at FTVL in DUBL, RICH and DALY dirs due to equip prob. "
"Feb 16, 2017 ","BART recovering: 20 min delay at ROCK in PITT, SFO and DALY dirs due to police activity. "
"Feb 16, 2017 ",10 min delay at ROCK in SFO and DALY dirs due to police activity. 
"Feb 16, 2017 ",10 min delay system wide due to wet weather conditions. 
"Feb 15, 2017 ",BART recovering: 10 min delay at castro valley in DALY dir due to equip prob. 
"Feb 15, 2017 ",BART recovering: 10 min delay at WOAK in DALY dir due to police activity. 
"Feb 15, 2017 ",10 min delay at WOAK in DALY dir due to police activity. 
"Feb 15, 2017 ",10 min delay between WDUB and castro valley in DUBL and DALY dirs due to equip prob. 
"Feb 15, 2017 ",Trains are stopping normally at ROCK stn. 
"Feb 15, 2017 ",10 min delay on PITT line in PITT dir due to equip prob. 
"Feb 15, 2017 ",Trains are not stopping at ROCK due to police activity. 
"Feb 12, 2017 ",BART recovering: 10 min delay at SF stns in PITT and FRMT dirs due to an earlier equipment prob on a train. 
"Feb 11, 2017 ",BART recovering: 10 min delay at SANL in FRMT and DALY dirs due to police activity. 
"Feb 11, 2017 ","BART recovering: 10 min delay at MACR in FRMT, SFO and MLBR dirs due to police activity. "
"Feb 11, 2017 ","10 min delay at MACR in FRMT, SFO and MLBR dirs due to police activity. "
"Feb 11, 2017 ",10 min delay at SANL in RICH and DALY dirs due to police activity. 
"Feb 11, 2017 ",BART recovering: 10 min delay at 12TH in PITT and RICH dirs due to police activity. 
"Feb 11, 2017 ","10 min delay at SF stns in SFO, MLBR, DALY and East Bay dirs due to a medical emergency at MONT stn. "
"Feb 11, 2017 ","10 min delay at SF stns in SFO, MLBR and DALY dirs due to a medical emergency at MONT "
"Feb 11, 2017 ","10 min delay on PITT line in PITT, MLBR and SF dirs due to track maint. "
"Feb 10, 2017 ","BART recovering: 10 min delay at SF stns in SFO, MLBR and DALY dirs due to an earlier medical emergency. "
"Feb 10, 2017 ","10 min delay at SF stns in SFO, MLBR and DALY dirs due to a medical emergency at MONT. "
"Feb 09, 2017 ",BART recovering: we are back to normal svc on FRMT line. HAYW stn is now open. expect some residual delays. 
"Feb 09, 2017 ","Major delay on FRMT line due to an earlier medical emergency. we are restoring normal svc, but HAYW stn remains closed. "
"Feb 09, 2017 ",A detailed BART service advisory has been issued: https://t.co/G8Clxd8beX 
"Feb 09, 2017 ","Major delay on FRMT line in FRMT, RICH and DALY dirs due to a major medical emergency. "
"Feb 09, 2017 ","BART recovering: 10 min delay on RICH line in FRMT, RICH and MLBR dirs due to an earlier equipment prob on a train. "
"Feb 09, 2017 ",10 min delay at PLZA in FRMT and MLBR dirs due to equip prob. 
"Feb 09, 2017 ",10 min delay system wide due to wet weather conditions. 
"Feb 09, 2017 ","BART recovering: 10 min delay at 16TH in SFO, MLBR and DALY dirs due to equip prob. "
"Feb 09, 2017 ","10 min delay at 16TH in SFO, MLBR and DALY dirs due to equip prob. "
"Feb 09, 2017 ",10 min delay on DALY line in East Bay dir due to police activity. 
"Feb 09, 2017 ",10 min delay in SFO and MLBR dirs due to equip prob. 
"Feb 08, 2017 ",10 min delay system wide due to wet weather conditions. 
"Feb 08, 2017 ",BART recovering: RICH and el cerrito stns are now open. Normal train svc has been restored on RICH line. 
"Feb 08, 2017 ",BART recovering: 20 min delay on DALY line in East Bay dir due to police activity. 
"Feb 08, 2017 ","10 min delay on DALY line in SFO, DALY and East Bay dirs due to person(s) on track. "
"Feb 08, 2017 ",A detailed BART service advisory has been issued: https://t.co/G8ClxdpM6v 
"Feb 08, 2017 ","Major delay on RICH line in FRMT, RICH and MLBR dirs due to a major medical emergency. "
"Feb 07, 2017 ","BART recovering: 10 min delay at LAKE in DUBL, FRMT, RICH and DALY dirs due to police activity. "
"Feb 07, 2017 ",BART recovering: 10 min delay at LAKE in RICH and DALY dirs due to police activity. 
"Feb 07, 2017 ",10 min delay at LAKE in RICH and DALY dirs due to police activity. 
"Feb 07, 2017 ","BART recovering: 10 min delay on RICH line in FRMT, RICH and MLBR dirs. "
"Feb 07, 2017 ","BART recovering: 20 min delay on RICH line in FRMT, RICH and MLBR dirs. "
"Feb 07, 2017 ","20 min delay on RICH line in FRMT, RICH and MLBR dirs due to down power lines adjacent to RICH stn. "
"Feb 07, 2017 ",BART has resumed normal svc to RICH in all dirs. 
"Feb 07, 2017 ",A detailed BART service advisory has been issued: https://t.co/G8Clxd8beX 
"Feb 07, 2017 ","BART svc has stopped at RICH in FRMT, RICH and MLBR dirs due to reports of a down power line. "
"Feb 07, 2017 ",We have resumed normal svc at MACR stn. 
"Feb 07, 2017 ",Trains are not stopping at MACR in PITT and RICH dirs due to police activity. 
"Feb 07, 2017 ","Trains are not stopping at MACR in PITT, FRMT, RICH, SFO, MLBR and DALY dirs due to police activity. "
"Feb 07, 2017 ","Trains are not stopping at MACR in FRMT, RICH, SFO and MLBR dirs due to police activity. "
"Feb 07, 2017 ","BART recovering: 20 min delay between MLBR and COLM in SFO, MLBR and East Bay dirs due to equip prob. "
"Feb 07, 2017 ","20 min delay between MLBR and COLM in SFO, MLBR and East Bay dirs due to equip prob. "
"Feb 07, 2017 ",10 min delay system wide due to wet weather conditions. 
"Feb 07, 2017 ",BART recovering: HAYW stn has re-opened. We continue to have 10 min delays. 
"Feb 07, 2017 ",Major delay on RICH line in FRMT dir due to police activity. 
"Feb 07, 2017 ","10 min delay between 24TH and BALB on DALY line in SFO, MLBR and East Bay dirs due to equip prob. "
"Feb 07, 2017 ",10 min delay on PITT line in PITT dir due to equip prob near GLEN stn. 
"Feb 07, 2017 ",A detailed BART service advisory has been issued: https://t.co/G8Clxd8beX 
"Feb 07, 2017 ","Major delay at HAYW on FRMT line in FRMT, RICH and DALY dirs due to police activity. "
"Feb 07, 2017 ",Stn closure and trains are holding out at HAYW stn due to police activity. 
"Feb 06, 2017 ","BART recovering: 20 min delay at WOAK in SFO, MLBR and DALY dirs due to a medical emergency. "
"Feb 06, 2017 ","20 min delay at WOAK in SFO, MLBR and DALY dirs due to a medical emergency. "
"Feb 06, 2017 ",BART recovering: 10 min delay at COLS in DUBL and FRMT dirs due to police activity. 
"Feb 06, 2017 ",10 min delay at COLS in DUBL and FRMT dirs due to police activity. 
"Feb 06, 2017 ",10 min delay system wide due to wet weather conditions. 
"Feb 06, 2017 ",10 min delay at SF stns in East Bay dir due to equip prob in GLEN area. 
"Feb 06, 2017 ","10 min delay at SF stns in SFO, MLBR, DALY and East Bay dirs due to equip prob in GLEN area. "
"Feb 06, 2017 ","10 min delay on DALY line in PITT, DUBL, SFO and MLBR dirs due to equip prob near GLEN stn. "
"Feb 06, 2017 ",10 min delay at BALB in East Bay dir due to equip prob. 
"Feb 06, 2017 ","BART recovering: major delay at SF stns in SFO, MLBR and East Bay dirs due to police activity. "
"Feb 06, 2017 ","Major delay at SF stns in SFO, MLBR and East Bay dirs due to police activity at MONT stn. "
"Feb 06, 2017 ","10 min delay at SF stns in SFO, MLBR and East Bay dirs due to police activity at MONT "
"Feb 05, 2017 ",BART recovering: 10 min delay at PHIL in SFO and MLBR dirs due to police activity. 
"Feb 05, 2017 ",10 min delay at PHIL in SFO and MLBR dirs due to police activity. 
"Feb 04, 2017 ",10 min delay at WOAK in PITT and DUBL dirs due to equip prob. 
"Feb 03, 2017 ",BART recovering: 10 min delay at FTVL in RICH and DALY dirs due to equip prob. 
"Feb 03, 2017 ",10 min delay at FTVL in RICH and DALY dirs due to equip prob. 
"Feb 03, 2017 ","BART recovering: 10 min delay in downtown Oak in FRMT, SFO, MLBR and DALY dirs due to police activity. "
"Feb 03, 2017 ","10 min delay in downtown Oak in FRMT, SFO, MLBR and DALY dirs due to police activity. "
"Feb 03, 2017 ","BART recovering: 10 min delay in PITT, SFO and DALY dirs due to police activity. "
"Feb 03, 2017 ","BART recovering: 20 min delay at EMBR in PITT, DUBL, SFO and DALY dirs due to police activity. "
"Feb 02, 2017 ",BART recovering: 10 min delay at LAKE in RICH and DALY dirs due to police activity. 
"Feb 02, 2017 ","BART recovering: 10 min delay at SF stns in SFO, MLBR and DALY dirs due to police activity and wet weather conditions. "
"Feb 02, 2017 ","10 min delay at SF stns in SFO, MLBR and DALY dirs due to police activity and wet weather conditions. "
"Feb 02, 2017 ",BART recovering: 10 min delay on RICH line in FRMT and MLBR dirs due to track issues in RICH and DELN areas. 
"Feb 02, 2017 ",10 min delay on RICH line in FRMT and MLBR dirs due to track issues in RICH and DELN areas. 
"Feb 02, 2017 ",BART recovering: DBRK stn has reopened. Trains are now stopping. 
"Feb 02, 2017 ",Stn closure and trains are not stopping at DBRK due to a civil disturbance. 
"Feb 01, 2017 ",BART recovering: 10 min delay in downtown Oak in all dirs due to police activity. 
"Jan 31, 2017 ","BART recovering: 10 min delay at SF stns in SFO, MLBR and DALY dirs due to equip prob. "
"Jan 31, 2017 ","10 min delay at SF stns in SFO, MLBR and DALY dirs due to equip prob. "
"Jan 30, 2017 ",BART recovering: 10 min delay at ORIN in PITT dir due to an earlier equipment prob on track. 
"Jan 30, 2017 ",10 min delay at ORIN in PITT dir due to equip prob. 
"Jan 30, 2017 ",BART recovering: 10 min delay at DALY in SFO and MLBR dirs. 
"Jan 30, 2017 ",10 min delay at DALY in SFO and MLBR dirs. 
"Jan 30, 2017 ",10 min delay at MACR in SFO and MLBR dirs due to equip prob. 
"Jan 28, 2017 ",BART recovering: 10 min delay at CIVC in SFO and East Bay dirs due to police activity. 
"Jan 28, 2017 ",10 min delay at CIVC in SFO and East Bay dirs due to police activity. 
"Jan 28, 2017 ",BART recovering: major delay at SF stns in East Bay dir due to police activity. 
"Jan 28, 2017 ",20 min delay at SF stns in East Bay dir due to police activity. 
"Jan 28, 2017 ","BART recovering: 10 min delay on DALY line in SFO, MLBR, DALY and East Bay dirs due to police activity at MONT. "
"Jan 28, 2017 ",Trains are not stopping at MONT stn due to police activity. 
"Jan 28, 2017 ","10 min delay at MONT on DALY line in SFO, MLBR, DALY and East Bay dirs due to police activity. "
"Jan 27, 2017 ",10 min delay at SFO in PITT and MLBR dirs due to equip prob. 
"Jan 27, 2017 ",20 min delay at 12TH in FRMT and SF dirs due to equip prob. 
"Jan 26, 2017 ","BART recovering: 10 min delay between COLM and MLBR in PITT, RICH, SFO and MLBR dirs due to earlier power issues. "
"Jan 26, 2017 ","10 min delay between COLM and MLBR in PITT, RICH, SFO and MLBR dirs due to power issues. "
"Jan 26, 2017 ","BART recovering: 10 min delay between SHAY and FRMT in FRMT, RICH and DALY dirs due to an earlier equipment prob on a train. "
"Jan 26, 2017 ","10 min delay between SHAY and FRMT in FRMT, RICH and DALY dirs due to equip prob. "
"Jan 26, 2017 ","BART recovering: 20 min delay between MACR and RICH in FRMT, RICH and MLBR dirs due to earlier power issues. "
"Jan 26, 2017 ","BART recovering: 10 min delay between MACR and RICH in FRMT, RICH and MLBR dirs due to earlier power issues. "
"Jan 26, 2017 ","Delay developing between MACR and RICH in FRMT, RICH and MLBR dirs due to power issues. "
"Jan 25, 2017 ",BART recovering: 20 min delay system wide due to earlier mechanical issues on a train in transbay tube. 
"Jan 25, 2017 ",BART recovering: major delay system wide due to an earlier equipment prob on a train in transbay tube. 
"Jan 25, 2017 ",Major delay system wide due to equip prob in transbay tube. 
"Jan 25, 2017 ",20 min delay in transbay tube in East Bay dir due to equip prob. 
"Jan 25, 2017 ",10 min delay in transbay tube in East Bay dir due to equip prob. 
"Jan 24, 2017 ","BART recovering: 20 min delay at COLS in FRMT, RICH and DALY dirs due to a medical emergency. "
"Jan 24, 2017 ","BART recovering: 10 min delay at COLS in FRMT, RICH and DALY dirs due to a medical emergency. "
"Jan 24, 2017 ",10 min delay at COLS in RICH and DALY dirs due to a medical emergency aboard a train. 
"Jan 24, 2017 ","BART recovering: 10 min delay at CIVC in SFO, MLBR and DALY dirs due to an earlier obstruction on track. "
"Jan 24, 2017 ","10 min delay at CIVC in SFO, MLBR and DALY dirs due to obstruction. "
"Jan 24, 2017 ",BART recovering: 10 min delay on PITT line in PITT and SFO dirs due to equip prob. 
"Jan 24, 2017 ",10 min delay on PITT line in PITT and SFO dirs due to equip prob. 
"Jan 24, 2017 ","BART recovering: 10 min delay at MACR in FRMT, SFO and MLBR dirs due to earlier track maintenance. "
"Jan 24, 2017 ",BART recovering: 10 min delay on FRMT line in DUBL and FRMT dirs due to equip prob. 
"Jan 24, 2017 ",10 min delay on PITT line in SFO and MLBR dirs due to equip prob. 
"Jan 23, 2017 ",A detailed BART service advisory has been issued: https://t.co/G8Clxd8beX 
"Jan 23, 2017 ","20 min delay at 16TH in SFO, MLBR, DALY and East Bay dirs due to police activity. Trains are not stopping at 16th st stn. "
"Jan 23, 2017 ","20 min delay at 16TH in SFO, MLBR, DALY and East Bay dirs due to police activity. "
"Jan 23, 2017 ",BART recovering: 10 min delay system wide due to equipment probs on trains. 
"Jan 23, 2017 ",BART recovering: 10 min delay on SF line in PITT and RICH dirs due to an earlier equipment prob on a train. 
"Jan 23, 2017 ",10 min delay on SF line in PITT and RICH dirs due to equip prob. 
"Jan 23, 2017 ","BART recovering: 20 min delay at POWL in MLBR, DALY, SF and East Bay dirs due to a medical emergency. "
"Jan 23, 2017 ","Major delay at POWL in MLBR, DALY, SF and East Bay dirs due to a major medical emergency. "
"Jan 23, 2017 ",A detailed BART service advisory has been issued: https://t.co/G8Clxd8beX 
"Jan 22, 2017 ",Delay developing at POWL in DALY and SF dirs due to a medical emergency. 
"Jan 22, 2017 ",10 min delay on Oak airport connector due to a mechanical prob. 
"Jan 22, 2017 ",Event in SF is over. BART is returning to normal svc. 
"Jan 22, 2017 ",10 min delay at SF stns in SFO and East Bay dirs due to earlier events in downtown SF. 
"Jan 21, 2017 ",20 min delay system wide due to various events in downtown SF and Oak. 
"Jan 21, 2017 ",Trains are now stopping at berkeley stn. 
"Jan 21, 2017 ",Trains are not stopping at DBRK due to police activity. 
"Jan 21, 2017 ","10 min delay at DBRK in FRMT, RICH and DALY dirs due to police activity. "
"Jan 21, 2017 ",BART recovering: major delay at EMBR in East Bay dir due to police activity. 
"Jan 21, 2017 ",Major delay at EMBR in East Bay dir due to police activity. 
"Jan 21, 2017 ",20 min delay at EMBR in East Bay dir due to police activity. 
"Jan 21, 2017 ",BART recovering: 10 min delay system wide due to events in downtown Oak area. We are running on a normal saturday schedule. 
"Jan 21, 2017 ","20 min delay at LAKE in DUBL, FRMT, RICH and DALY dirs due to overcrowding. Select trains will not be stopping at LAKE stn. "
"Jan 21, 2017 ","20 min delay at LAKE in DUBL, FRMT, RICH and DALY dirs due to overcrowding. "
"Jan 21, 2017 ","10 min delay at LAKE in DUBL, FRMT, RICH and DALY dirs due to overcrowding. "
"Jan 21, 2017 ",20 min delay on SFO line in SFO and MLBR dirs due to track maint near DALY. 
"Jan 20, 2017 ",BART recovering: 10 min delay on PITT line in SFO dir due to police activity. 
"Jan 20, 2017 ",10 min delay on PITT line in SFO dir due to police activity. 
"Jan 20, 2017 ",BART recovering: 20 min delay at FRMT on FRMT line in RICH dir due to police activity. 
"Jan 20, 2017 ",10 min delay on FRMT line in RICH dir due to police activity at FRMT stn 
"Jan 20, 2017 ","10 min delay at SF stns in PITT, DUBL, FRMT, RICH, SFO, MLBR and DALY dirs. "
"Jan 20, 2017 ",10 min delay on DALY line in East Bay dir due to equip prob. 
"Jan 18, 2017 ",BART recovering: 10 min delay at MONT in East Bay dir due to police activity. 
"Jan 18, 2017 ",10 min delay at MONT in East Bay dir due to police activity. 
"Jan 18, 2017 ","BART recovering: 10 min delay at SF stns in SFO, MLBR and DALY dirs due to an earlier medical emergency. "
"Jan 18, 2017 ","10 min delay at SF stns in SFO, MLBR and DALY dirs due to an earlier medical emergency. "
"Jan 18, 2017 ","BART recovering: 10 min delay at WOAK in PITT, DUBL, FRMT and RICH dirs due to police activity. "
"Jan 18, 2017 ","10 min delay at WOAK in PITT, DUBL, FRMT and RICH dirs due to police activity. "
"Jan 17, 2017 ","BART recovering: 10 min delay at SF stns in SFO, MLBR, DALY and East Bay dirs due to earlier track maintenance. "
"Jan 17, 2017 ","10 min delay at SF stns in SFO, MLBR, DALY and East Bay dirs due to track maint at EMBR. "
